user_id,track_id,rating,liked,timestamp
U001,1450695745,1,0,2026-05-03 12:45:30.957149
U001,576670463,3,0,2026-05-14 06:45:30.962030
U001,1123241928,5,1,2026-05-13 00:45:30.962030
U001,1708146687,4,1,2026-04-30 09:45:30.962030
U001,1615334560,3,0,2026-05-10 03:45:30.962030
U001,1437792066,5,1,2026-05-07 05:45:30.962030
U001,1440934255,2,0,2026-04-27 15:45:30.962030
U001,585714027,3,0,2026-05-16 15:45:30.962030
U001,1612867242,5,1,2026-05-08 19:45:30.962030
U001,1440934255,4,1,2026-04-26 17:45:30.962030
U001,1065946809,2,0,2026-05-02 14:45:30.962030
U001,1537027776,2,0,2026-04-24 10:45:30.962030
U001,573962555,4,1,2026-05-10 13:45:30.962030
U001,1323177389,2,0,2026-04-30 03:45:30.962030
U001,1544494394,2,0,2026-05-08 23:45:30.962030
U001,1440935812,2,0,2026-05-15 01:45:30.962030
U001,1089909898,4,1,2026-05-12 23:45:30.962030
U001,1545382295,5,1,2026-05-03 19:45:30.962030
U001,1440936028,5,1,2026-04-23 15:45:30.962030
U001,1161504065,2,0,2026-04-28 18:45:30.962030
U001,1590036269,4,1,2026-05-14 23:45:30.965625
U001,1813021647,1,0,2026-04-26 07:45:30.965625
U001,1818015056,5,1,2026-04-29 17:45:30.965625
U001,887456975,2,0,2026-05-16 18:45:30.965625
U001,1411629089,4,1,2026-05-13 05:45:30.965625
U001,1445846955,1,0,2026-05-02 01:45:30.965625
U001,1445277970,3,0,2026-05-11 22:45:30.965625
U001,1417710664,4,1,2026-05-09 01:45:30.965625
U001,1440881708,1,0,2026-04-22 02:45:30.965625
U001,1829701947,2,0,2026-04-30 12:45:30.965625
U001,828259377,2,0,2026-05-03 12:45:30.965625
U001,1500972633,1,0,2026-04-17 17:45:30.965625
U001,1065946784,1,0,2026-05-04 00:45:30.965625
U001,6769035302,3,0,2026-04-17 00:45:30.965625
U001,1574513995,2,0,2026-05-10 22:45:30.965625
U001,1468448742,3,0,2026-04-28 15:45:30.965625
U001,947701036,2,0,2026-04-29 17:45:30.965625
U001,1706219804,3,0,2026-04-21 10:45:30.965625
U001,1436677761,4,1,2026-05-06 07:45:30.965625
U001,1440914160,5,1,2026-05-06 23:45:30.965625
U001,1842065694,2,0,2026-05-01 18:45:30.965625
U001,1579501087,3,0,2026-05-16 08:45:30.965625
U001,1444032015,3,0,2026-05-13 03:45:30.965625
U001,712721787,1,0,2026-05-07 05:45:30.965625
U001,1369380479,2,0,2026-05-12 08:45:30.965625
U001,1488408568,3,0,2026-04-23 12:45:30.965625
U001,1590036260,1,0,2026-04-19 16:45:30.965625
U001,1772099951,5,1,2026-05-07 16:45:30.965625
U001,1544491988,5,1,2026-05-16 02:45:30.965625
U001,1590036031,5,1,2026-04-19 09:45:30.965625
U001,1440838611,1,0,2026-05-14 14:45:30.965625
U001,1065946785,5,1,2026-05-16 23:45:30.965625
U001,1558959946,1,0,2026-05-08 19:45:30.965625
U001,1714909161,2,0,2026-04-24 07:45:30.965625
U001,1440858717,3,0,2026-05-08 18:45:30.965625
U001,1708146687,2,0,2026-05-01 22:45:30.965625
U001,1161504026,1,0,2026-05-09 09:45:30.965625
U001,1622045962,4,1,2026-04-23 17:45:30.965625
U001,1714908977,1,0,2026-04-18 15:45:30.965625
U001,1570441633,1,0,2026-05-08 12:45:30.965625
U001,1275549506,4,1,2026-04-16 11:45:30.965625
U001,1659644978,3,0,2026-04-22 01:45:30.965625
U001,1498647654,4,1,2026-05-02 06:45:30.965625
U001,1447555315,2,0,2026-04-29 09:45:30.965625
U001,1787022572,2,0,2026-04-19 23:45:30.966661
U001,1193701328,1,0,2026-04-20 21:45:30.966661
U001,1529544906,3,0,2026-04-22 22:45:30.966661
U001,1724488124,4,1,2026-05-13 14:45:30.966661
U001,1089909898,4,1,2026-04-29 01:45:30.966661
U001,1133350965,1,0,2026-05-10 05:45:30.966661
U001,1787022572,1,0,2026-04-27 23:45:30.966661
U001,1467201477,2,0,2026-04-23 00:45:30.966661
U001,1111703146,2,0,2026-04-18 08:45:30.966661
U001,1417710574,5,1,2026-05-06 20:45:30.966661
U001,566322365,3,0,2026-05-06 17:45:30.966661
U001,6769649298,4,1,2026-05-03 19:45:30.966661
U001,6769381849,1,0,2026-05-11 10:45:30.967189
U001,1122782284,2,0,2026-04-16 21:45:30.967189
U001,576655095,4,1,2026-05-06 10:45:30.967189
U001,1450695895,2,0,2026-05-12 07:45:30.967189
U001,1122778616,5,1,2026-05-16 21:45:30.967189
U001,316981879,5,1,2026-05-08 03:45:30.967189
U001,738514222,4,1,2026-04-25 19:45:30.967189
U001,1536519640,3,0,2026-04-27 05:45:30.967189
U001,576655098,2,0,2026-05-12 04:45:30.967189
U001,1445732931,4,1,2026-04-24 12:45:30.967189
U001,1176303886,2,0,2026-05-08 11:45:30.967189
U001,1590036031,3,0,2026-05-14 16:45:30.967189
U002,6769649595,4,1,2026-04-20 17:45:30.967189
U002,656016091,4,1,2026-05-10 08:45:30.967189
U002,1488408568,1,0,2026-05-01 05:45:30.967189
U002,1590036264,1,0,2026-05-01 14:45:30.967189
U002,673596491,5,1,2026-05-07 17:45:30.967189
U002,829909824,5,1,2026-05-03 08:45:30.967189
